order_id,order_date,sku_id,qty,unit_price
ORD001229,2025-01-18,SKU0026,1,320.94
ORD001230,2025-01-18,SKU0027,5,224.04
ORD001231,2025-01-18,SKU0028,3,650.39
ORD001232,2025-01-18,SKU0029,1,397.43
ORD001233,2025-01-18,SKU0030,6,787.4
ORD001234,2025-01-18,SKU0031,3,343.11
ORD001235,2025-01-18,SKU0032,4,660.49
ORD001236,2025-01-18,SKU0033,6,646.74
ORD001237,2025-01-18,SKU0034,5,154.55
ORD001238,2025-01-18,SKU0035,7,426.23
ORD001239,2025-01-18,SKU0036,6,568.82
ORD001240,2025-01-18,SKU0037,4,692.35
ORD001241,2025-01-18,SKU0038,4,287.73
ORD001242,2025-01-18,SKU0039,4,207.38
ORD001243,2025-01-18,SKU0040,1,580.47
ORD001244,2025-01-18,SKU0041,1,655.22
ORD001245,2025-01-18,SKU0044,2,754.8
ORD001246,2025-01-18,SKU0045,1,342.15
ORD001247,2025-01-18,SKU0046,2,433.49
ORD001248,2025-01-18,SKU0047,2,676.66
ORD001249,2025-01-18,SKU0048,3,553.52
ORD001250,2025-01-18,SKU0049,7,598.76
ORD001251,2025-01-18,SKU0050,5,198.89
ORD001252,2025-01-18,SKU0051,1,451.5
ORD001253,2025-01-18,SKU0052,7,568.8
ORD001254,2025-01-18,SKU0054,9,172.97
ORD001255,2025-01-18,SKU0055,3,786.45
ORD001256,2025-01-18,SKU0056,6,432.64
ORD001257,2025-01-18,SKU0057,4,238.23
ORD001258,2025-01-18,SKU0058,6,797.15
ORD001259,2025-01-18,SKU0059,3,773.72
ORD001260,2025-01-18,SKU0060,4,464.3
ORD001261,2025-01-18,SKU0061,3,710.8
ORD001262,2025-01-18,SKU0062,3,183.42
ORD001263,2025-01-18,SKU0063,8,251.94
ORD001264,2025-01-18,SKU0064,1,572.27
ORD001265,2025-01-18,SKU0065,5,683.46
ORD001266,2025-01-18,SKU0066,1,690.81
ORD001267,2025-01-18,SKU0067,3,347.43
ORD001268,2025-01-18,SKU0068,5,714.71
ORD001269,2025-01-18,SKU0069,5,686.71
ORD001270,2025-01-18,SKU0070,3,751.08
ORD001271,2025-01-18,SKU0071,7,636.86
ORD001272,2025-01-18,SKU0072,2,548.43
ORD001273,2025-01-18,SKU0073,4,481.32
ORD001274,2025-01-18,SKU0074,4,322.93
ORD001275,2025-01-18,SKU0075,1,754.5
ORD001276,2025-01-18,SKU0076,8,779.98
ORD001277,2025-01-18,SKU0077,2,255.78
ORD001278,2025-01-18,SKU0078,9,272.08
ORD001279,2025-01-18,SKU0079,1,409.07
ORD001280,2025-01-18,SKU0080,2,380.8
ORD001281,2025-01-19,SKU0001,1,244.75
ORD001282,2025-01-19,SKU0002,3,225.54
ORD001283,2025-01-19,SKU0003,2,167.9
ORD001284,2025-01-19,SKU0004,1,206.26
ORD001285,2025-01-19,SKU0006,6,346.92
ORD001286,2025-01-19,SKU0007,10,89.32
ORD001287,2025-01-19,SKU0009,3,227.63
ORD001288,2025-01-19,SKU0011,1,581.33
ORD001289,2025-01-19,SKU0013,4,798.28
ORD001290,2025-01-19,SKU0014,4,242.75
ORD001291,2025-01-19,SKU0015,7,782.23
ORD001292,2025-01-19,SKU0016,3,352.39
ORD001293,2025-01-19,SKU0018,2,302.25
ORD001294,2025-01-19,SKU0019,6,522.11
ORD001295,2025-01-19,SKU0020,3,557.34
ORD001296,2025-01-19,SKU0021,2,443.51
ORD001297,2025-01-19,SKU0022,5,380.32
ORD001298,2025-01-19,SKU0023,4,460.2
ORD001299,2025-01-19,SKU0024,5,490.45
ORD001300,2025-01-19,SKU0025,2,101.45
ORD001301,2025-01-19,SKU0026,6,320.94
ORD001302,2025-01-19,SKU0027,4,224.04
ORD001303,2025-01-19,SKU0029,2,397.43
ORD001304,2025-01-19,SKU0030,2,787.4
ORD001305,2025-01-19,SKU0031,9,343.11
ORD001306,2025-01-19,SKU0032,2,660.49
ORD001307,2025-01-19,SKU0033,2,646.74
ORD001308,2025-01-19,SKU0034,3,154.55
ORD001309,2025-01-19,SKU0035,6,426.23
ORD001310,2025-01-19,SKU0036,2,568.82
ORD001311,2025-01-19,SKU0037,2,692.35
ORD001312,2025-01-19,SKU0038,7,287.73
ORD001313,2025-01-19,SKU0039,1,207.38
ORD001314,2025-01-19,SKU0040,3,580.47
ORD001315,2025-01-19,SKU0041,2,655.22
ORD001316,2025-01-19,SKU0042,5,304.99
ORD001317,2025-01-19,SKU0043,2,113.09
ORD001318,2025-01-19,SKU0044,5,754.8
ORD001319,2025-01-19,SKU0045,5,342.15
ORD001320,2025-01-19,SKU0046,3,433.49
ORD001321,2025-01-19,SKU0047,5,676.66
ORD001322,2025-01-19,SKU0048,4,553.52
ORD001323,2025-01-19,SKU0049,1,598.76
ORD001324,2025-01-19,SKU0050,2,198.89
ORD001325,2025-01-19,SKU0051,1,451.5
ORD001326,2025-01-19,SKU0053,2,213.7
ORD001327,2025-01-19,SKU0054,4,172.97
ORD001328,2025-01-19,SKU0055,11,786.45
ORD001329,2025-01-19,SKU0056,1,432.64
ORD001330,2025-01-19,SKU0057,6,238.23
ORD001331,2025-01-19,SKU0058,3,797.15
ORD001332,2025-01-19,SKU0059,2,773.72
ORD001333,2025-01-19,SKU0060,2,464.3
ORD001334,2025-01-19,SKU0062,4,183.42
ORD001335,2025-01-19,SKU0063,2,251.94
ORD001336,2025-01-19,SKU0064,4,572.27
ORD001337,2025-01-19,SKU0066,2,690.81
ORD001338,2025-01-19,SKU0067,3,347.43
ORD001339,2025-01-19,SKU0068,2,714.71
ORD001340,2025-01-19,SKU0069,3,686.71
ORD001341,2025-01-19,SKU0071,2,636.86
ORD001342,2025-01-19,SKU0072,7,548.43
ORD001343,2025-01-19,SKU0073,6,481.32
ORD001344,2025-01-19,SKU0075,1,754.5
ORD001345,2025-01-19,SKU0076,11,779.98
ORD001346,2025-01-19,SKU0079,2,409.07
ORD001347,2025-01-19,SKU0080,4,380.8
ORD001348,2025-01-20,SKU0001,2,244.75
ORD001349,2025-01-20,SKU0002,1,225.54
ORD001350,2025-01-20,SKU0003,2,167.9
ORD001351,2025-01-20,SKU0005,3,464.16
ORD001352,2025-01-20,SKU0006,7,346.92
ORD001353,2025-01-20,SKU0007,3,89.32
ORD001354,2025-01-20,SKU0008,5,232.98
ORD001355,2025-01-20,SKU0009,4,227.63
ORD001356,2025-01-20,SKU0010,1,569.19
ORD001357,2025-01-20,SKU0011,2,581.33
ORD001358,2025-01-20,SKU0012,9,152.55
ORD001359,2025-01-20,SKU0013,1,798.28
ORD001360,2025-01-20,SKU0014,2,242.75
ORD001361,2025-01-20,SKU0015,6,782.23
ORD001362,2025-01-20,SKU0016,7,352.39
ORD001363,2025-01-20,SKU0017,6,65.12
ORD001364,2025-01-20,SKU0019,2,522.11
ORD001365,2025-01-20,SKU0020,2,557.34
ORD001366,2025-01-20,SKU0021,2,443.51
ORD001367,2025-01-20,SKU0022,2,380.32
ORD001368,2025-01-20,SKU0023,3,460.2
ORD001369,2025-01-20,SKU0024,6,490.45
ORD001370,2025-01-20,SKU0025,7,101.45
ORD001371,2025-01-20,SKU0026,2,320.94
ORD001372,2025-01-20,SKU0028,2,650.39
ORD001373,2025-01-20,SKU0029,3,397.43
ORD001374,2025-01-20,SKU0030,1,787.4
ORD001375,2025-01-20,SKU0032,2,660.49
ORD001376,2025-01-20,SKU0033,6,646.74
ORD001377,2025-01-20,SKU0034,1,154.55
ORD001378,2025-01-20,SKU0035,5,426.23
ORD001379,2025-01-20,SKU0036,5,568.82
ORD001380,2025-01-20,SKU0037,2,692.35
ORD001381,2025-01-20,SKU0038,3,287.73
ORD001382,2025-01-20,SKU0039,5,207.38
ORD001383,2025-01-20,SKU0040,2,580.47
ORD001384,2025-01-20,SKU0041,2,655.22
ORD001385,2025-01-20,SKU0042,5,304.99
ORD001386,2025-01-20,SKU0043,5,113.09
ORD001387,2025-01-20,SKU0044,2,754.8
ORD001388,2025-01-20,SKU0045,2,342.15
ORD001389,2025-01-20,SKU0046,5,433.49
ORD001390,2025-01-20,SKU0047,2,676.66
ORD001391,2025-01-20,SKU0048,2,553.52
ORD001392,2025-01-20,SKU0049,2,598.76
ORD001393,2025-01-20,SKU0050,1,198.89
ORD001394,2025-01-20,SKU0051,1,451.5
ORD001395,2025-01-20,SKU0052,6,568.8
ORD001396,2025-01-20,SKU0053,1,213.7
ORD001397,2025-01-20,SKU0054,1,172.97
ORD001398,2025-01-20,SKU0055,5,786.45
ORD001399,2025-01-20,SKU0056,2,432.64
ORD001400,2025-01-20,SKU0057,6,238.23
ORD001401,2025-01-20,SKU0058,3,797.15
ORD001402,2025-01-20,SKU0059,5,773.72
ORD001403,2025-01-20,SKU0060,10,464.3
ORD001404,2025-01-20,SKU0061,5,710.8
ORD001405,2025-01-20,SKU0062,6,183.42
ORD001406,2025-01-20,SKU0063,5,251.94
ORD001407,2025-01-20,SKU0065,1,683.46
ORD001408,2025-01-20,SKU0066,2,690.81
ORD001409,2025-01-20,SKU0067,2,347.43
ORD001410,2025-01-20,SKU0068,7,714.71
ORD001411,2025-01-20,SKU0069,2,686.71
ORD001412,2025-01-20,SKU0070,1,751.08
ORD001413,2025-01-20,SKU0072,1,548.43
ORD001414,2025-01-20,SKU0073,7,481.32
ORD001415,2025-01-20,SKU0074,4,322.93
ORD001416,2025-01-20,SKU0075,1,754.5
ORD001417,2025-01-20,SKU0076,7,779.98
ORD001418,2025-01-20,SKU0077,3,255.78
ORD001419,2025-01-20,SKU0078,5,272.08
ORD001420,2025-01-20,SKU0079,1,409.07
ORD001421,2025-01-20,SKU0080,2,380.8
ORD001422,2025-01-21,SKU0001,8,244.75
ORD001423,2025-01-21,SKU0002,2,225.54
ORD001424,2025-01-21,SKU0003,3,167.9
ORD001425,2025-01-21,SKU0004,1,206.26
ORD001426,2025-01-21,SKU0005,4,464.16
ORD001427,2025-01-21,SKU0006,2,346.92
ORD001428,2025-01-21,SKU0007,3,89.32
ORD001429,2025-01-21,SKU0008,1,232.98
ORD001430,2025-01-21,SKU0011,4,581.33
ORD001431,2025-01-21,SKU0013,3,798.28
ORD001432,2025-01-21,SKU0014,2,242.75
ORD001433,2025-01-21,SKU0015,1,782.23
ORD001434,2025-01-21,SKU0016,2,352.39
ORD001435,2025-01-21,SKU0017,2,65.12
ORD001436,2025-01-21,SKU0018,2,302.25
ORD001437,2025-01-21,SKU0019,2,522.11
ORD001438,2025-01-21,SKU0020,4,557.34
ORD001439,2025-01-21,SKU0022,6,380.32
ORD001440,2025-01-21,SKU0025,3,101.45
ORD001441,2025-01-21,SKU0026,3,320.94
ORD001442,2025-01-21,SKU0027,5,224.04
ORD001443,2025-01-21,SKU0028,8,650.39
ORD001444,2025-01-21,SKU0029,2,397.43
ORD001445,2025-01-21,SKU0030,8,787.4
ORD001446,2025-01-21,SKU0032,2,660.49
ORD001447,2025-01-21,SKU0033,3,646.74
ORD001448,2025-01-21,SKU0034,4,154.55
ORD001449,2025-01-21,SKU0035,3,426.23
ORD001450,2025-01-21,SKU0036,1,568.82
ORD001451,2025-01-21,SKU0037,1,692.35
ORD001452,2025-01-21,SKU0038,5,287.73
ORD001453,2025-01-21,SKU0039,3,207.38
ORD001454,2025-01-21,SKU0040,3,580.47
ORD001455,2025-01-21,SKU0041,2,655.22
ORD001456,2025-01-21,SKU0042,5,304.99
ORD001457,2025-01-21,SKU0043,2,113.09
ORD001458,2025-01-21,SKU0044,6,754.8
ORD001459,2025-01-21,SKU0045,2,342.15
ORD001460,2025-01-21,SKU0046,3,433.49
ORD001461,2025-01-21,SKU0047,8,676.66
ORD001462,2025-01-21,SKU0048,1,553.52
ORD001463,2025-01-21,SKU0049,6,598.76
ORD001464,2025-01-21,SKU0050,5,198.89
ORD001465,2025-01-21,SKU0051,5,451.5
ORD001466,2025-01-21,SKU0052,1,568.8
ORD001467,2025-01-21,SKU0053,4,213.7
ORD001468,2025-01-21,SKU0055,7,786.45
ORD001469,2025-01-21,SKU0056,2,432.64
ORD001470,2025-01-21,SKU0057,4,238.23
ORD001471,2025-01-21,SKU0059,2,773.72
ORD001472,2025-01-21,SKU0060,5,464.3
ORD001473,2025-01-21,SKU0061,4,710.8
ORD001474,2025-01-21,SKU0062,3,183.42
ORD001475,2025-01-21,SKU0063,10,251.94
ORD001476,2025-01-21,SKU0064,1,572.27
ORD001477,2025-01-21,SKU0065,5,683.46
ORD001478,2025-01-21,SKU0066,7,690.81
ORD001479,2025-01-21,SKU0067,4,347.43
ORD001480,2025-01-21,SKU0069,2,686.71
ORD001481,2025-01-21,SKU0070,5,751.08
ORD001482,2025-01-21,SKU0072,4,548.43
ORD001483,2025-01-21,SKU0073,2,481.32
ORD001484,2025-01-21,SKU0074,5,322.93
ORD001485,2025-01-21,SKU0075,7,754.5
ORD001486,2025-01-21,SKU0076,5,779.98
ORD001487,2025-01-21,SKU0077,4,255.78
ORD001488,2025-01-21,SKU0078,2,272.08
ORD001489,2025-01-21,SKU0079,2,409.07
ORD001490,2025-01-21,SKU0080,5,380.8
ORD001491,2025-01-22,SKU0001,1,244.75
ORD001492,2025-01-22,SKU0002,5,225.54
ORD001493,2025-01-22,SKU0005,5,464.16
ORD001494,2025-01-22,SKU0008,6,232.98
ORD001495,2025-01-22,SKU0009,5,227.63
ORD001496,2025-01-22,SKU0010,4,569.19
ORD001497,2025-01-22,SKU0011,3,581.33
ORD001498,2025-01-22,SKU0012,2,152.55
ORD001499,2025-01-22,SKU0013,4,798.28
ORD001500,2025-01-22,SKU0014,5,242.75
ORD001501,2025-01-22,SKU0015,2,782.23
ORD001502,2025-01-22,SKU0016,1,352.39
ORD001503,2025-01-22,SKU0017,1,65.12
ORD001504,2025-01-22,SKU0018,2,302.25
ORD001505,2025-01-22,SKU0019,1,522.11
ORD001506,2025-01-22,SKU0021,1,443.51
ORD001507,2025-01-22,SKU0022,6,380.32
ORD001508,2025-01-22,SKU0023,2,460.2
ORD001509,2025-01-22,SKU0024,6,490.45
ORD001510,2025-01-22,SKU0025,3,101.45
ORD001511,2025-01-22,SKU0026,3,320.94
ORD001512,2025-01-22,SKU0027,15,224.04
ORD001513,2025-01-22,SKU0029,1,397.43
ORD001514,2025-01-22,SKU0030,2,787.4
ORD001515,2025-01-22,SKU0031,3,343.11
ORD001516,2025-01-22,SKU0032,2,660.49
ORD001517,2025-01-22,SKU0033,9,646.74
ORD001518,2025-01-22,SKU0034,2,154.55
ORD001519,2025-01-22,SKU0035,5,426.23
ORD001520,2025-01-22,SKU0036,6,568.82
ORD001521,2025-01-22,SKU0037,3,692.35
ORD001522,2025-01-22,SKU0038,2,287.73
ORD001523,2025-01-22,SKU0039,6,207.38
ORD001524,2025-01-22,SKU0040,2,580.47
ORD001525,2025-01-22,SKU0041,2,655.22
ORD001526,2025-01-22,SKU0042,3,304.99
ORD001527,2025-01-22,SKU0043,5,113.09
ORD001528,2025-01-22,SKU0044,3,754.8
ORD001529,2025-01-22,SKU0045,6,342.15
ORD001530,2025-01-22,SKU0046,3,433.49
ORD001531,2025-01-22,SKU0047,3,676.66
ORD001532,2025-01-22,SKU0050,1,198.89
ORD001533,2025-01-22,SKU0051,1,451.5
ORD001534,2025-01-22,SKU0052,3,568.8
ORD001535,2025-01-22,SKU0053,1,213.7
ORD001536,2025-01-22,SKU0054,2,172.97
ORD001537,2025-01-22,SKU0055,5,786.45
ORD001538,2025-01-22,SKU0056,5,432.64
ORD001539,2025-01-22,SKU0057,2,238.23
ORD001540,2025-01-22,SKU0058,3,797.15
ORD001541,2025-01-22,SKU0059,2,773.72
ORD001542,2025-01-22,SKU0060,1,464.3
ORD001543,2025-01-22,SKU0061,4,710.8
ORD001544,2025-01-22,SKU0062,3,183.42
ORD001545,2025-01-22,SKU0063,4,251.94
ORD001546,2025-01-22,SKU0064,1,572.27
ORD001547,2025-01-22,SKU0065,2,683.46
ORD001548,2025-01-22,SKU0066,2,690.81
ORD001549,2025-01-22,SKU0067,1,347.43
ORD001550,2025-01-22,SKU0069,3,686.71
ORD001551,2025-01-22,SKU0070,3,751.08
ORD001552,2025-01-22,SKU0071,4,636.86
ORD001553,2025-01-22,SKU0072,2,548.43
ORD001554,2025-01-22,SKU0073,2,481.32
ORD001555,2025-01-22,SKU0074,2,322.93
ORD001556,2025-01-22,SKU0075,2,754.5
ORD001557,2025-01-22,SKU0076,4,779.98
ORD001558,2025-01-22,SKU0077,5,255.78
ORD001559,2025-01-22,SKU0079,3,409.07
ORD001560,2025-01-22,SKU0080,2,380.8
ORD001561,2025-01-23,SKU0002,2,225.54
ORD001562,2025-01-23,SKU0003,5,167.9
ORD001563,2025-01-23,SKU0004,7,206.26
ORD001564,2025-01-23,SKU0005,4,464.16
ORD001565,2025-01-23,SKU0006,2,346.92
ORD001566,2025-01-23,SKU0008,2,232.98
ORD001567,2025-01-23,SKU0010,1,569.19
ORD001568,2025-01-23,SKU0011,4,581.33
ORD001569,2025-01-23,SKU0012,2,152.55
ORD001570,2025-01-23,SKU0014,6,242.75
ORD001571,2025-01-23,SKU0016,7,352.39
ORD001572,2025-01-23,SKU0017,7,65.12
ORD001573,2025-01-23,SKU0018,4,302.25
ORD001574,2025-01-23,SKU0019,8,522.11
ORD001575,2025-01-23,SKU0020,4,557.34
ORD001576,2025-01-23,SKU0021,9,443.51
ORD001577,2025-01-23,SKU0022,3,380.32
ORD001578,2025-01-23,SKU0024,5,490.45
ORD001579,2025-01-23,SKU0025,2,101.45
ORD001580,2025-01-23,SKU0026,2,320.94
ORD001581,2025-01-23,SKU0027,3,224.04
ORD001582,2025-01-23,SKU0030,5,787.4
ORD001583,2025-01-23,SKU0031,1,343.11
ORD001584,2025-01-23,SKU0032,7,660.49
ORD001585,2025-01-23,SKU0033,2,646.74
ORD001586,2025-01-23,SKU0035,3,426.23
ORD001587,2025-01-23,SKU0036,2,568.82
ORD001588,2025-01-23,SKU0037,2,692.35
ORD001589,2025-01-23,SKU0038,4,287.73
ORD001590,2025-01-23,SKU0039,6,207.38
ORD001591,2025-01-23,SKU0040,11,580.47
ORD001592,2025-01-23,SKU0042,1,304.99
ORD001593,2025-01-23,SKU0043,4,113.09
ORD001594,2025-01-23,SKU0044,4,754.8
ORD001595,2025-01-23,SKU0045,3,342.15
ORD001596,2025-01-23,SKU0046,2,433.49
ORD001597,2025-01-23,SKU0048,2,553.52
ORD001598,2025-01-23,SKU0050,3,198.89
ORD001599,2025-01-23,SKU0051,6,451.5
ORD001600,2025-01-23,SKU0052,2,568.8
ORD001601,2025-01-23,SKU0054,1,172.97
ORD001602,2025-01-23,SKU0056,3,432.64
ORD001603,2025-01-23,SKU0057,9,238.23
ORD001604,2025-01-23,SKU0058,3,797.15
ORD001605,2025-01-23,SKU0059,2,773.72
ORD001606,2025-01-23,SKU0060,8,464.3
ORD001607,2025-01-23,SKU0061,1,710.8
ORD001608,2025-01-23,SKU0062,6,183.42
ORD001609,2025-01-23,SKU0063,5,251.94
ORD001610,2025-01-23,SKU0065,4,683.46
ORD001611,2025-01-23,SKU0066,7,690.81
ORD001612,2025-01-23,SKU0067,3,347.43
ORD001613,2025-01-23,SKU0068,2,714.71
ORD001614,2025-01-23,SKU0069,8,686.71
ORD001615,2025-01-23,SKU0070,6,751.08
ORD001616,2025-01-23,SKU0071,2,636.86
ORD001617,2025-01-23,SKU0072,3,548.43
ORD001618,2025-01-23,SKU0074,5,322.93
ORD001619,2025-01-23,SKU0075,6,754.5
ORD001620,2025-01-23,SKU0076,2,779.98
ORD001621,2025-01-23,SKU0077,1,255.78
ORD001622,2025-01-23,SKU0078,1,272.08
ORD001623,2025-01-23,SKU0079,8,409.07
ORD001624,2025-01-23,SKU0080,5,380.8
ORD001625,2025-01-24,SKU0001,2,244.75
ORD001626,2025-01-24,SKU0002,4,225.54
ORD001627,2025-01-24,SKU0003,4,167.9
ORD001628,2025-01-24,SKU0004,5,206.26
ORD001629,2025-01-24,SKU0005,3,464.16
ORD001630,2025-01-24,SKU0006,4,346.92
ORD001631,2025-01-24,SKU0007,2,89.32
ORD001632,2025-01-24,SKU0008,6,232.98
ORD001633,2025-01-24,SKU0009,2,227.63
ORD001634,2025-01-24,SKU0010,8,569.19
ORD001635,2025-01-24,SKU0011,1,581.33
ORD001636,2025-01-24,SKU0012,4,152.55
ORD001637,2025-01-24,SKU0013,7,798.28
ORD001638,2025-01-24,SKU0014,2,242.75
ORD001639,2025-01-24,SKU0016,6,352.39
ORD001640,2025-01-24,SKU0017,4,65.12
ORD001641,2025-01-24,SKU0018,8,302.25
ORD001642,2025-01-24,SKU0020,2,557.34
ORD001643,2025-01-24,SKU0021,1,443.51
ORD001644,2025-01-24,SKU0022,3,380.32
ORD001645,2025-01-24,SKU0023,1,460.2
ORD001646,2025-01-24,SKU0024,6,490.45
ORD001647,2025-01-24,SKU0025,2,101.45
ORD001648,2025-01-24,SKU0026,3,320.94
ORD001649,2025-01-24,SKU0027,5,224.04
ORD001650,2025-01-24,SKU0028,5,650.39
ORD001651,2025-01-24,SKU0029,4,397.43
ORD001652,2025-01-24,SKU0030,2,787.4
ORD001653,2025-01-24,SKU0032,2,660.49
ORD001654,2025-01-24,SKU0033,3,646.74
ORD001655,2025-01-24,SKU0034,8,154.55
ORD001656,2025-01-24,SKU0035,3,426.23
ORD001657,2025-01-24,SKU0036,1,568.82
ORD001658,2025-01-24,SKU0037,4,692.35
ORD001659,2025-01-24,SKU0038,4,287.73
ORD001660,2025-01-24,SKU0039,3,207.38
ORD001661,2025-01-24,SKU0040,5,580.47
ORD001662,2025-01-24,SKU0041,3,655.22
ORD001663,2025-01-24,SKU0042,1,304.99
ORD001664,2025-01-24,SKU0043,2,113.09
ORD001665,2025-01-24,SKU0044,7,754.8
ORD001666,2025-01-24,SKU0045,12,342.15
ORD001667,2025-01-24,SKU0046,5,433.49
ORD001668,2025-01-24,SKU0047,4,676.66
ORD001669,2025-01-24,SKU0048,4,553.52
ORD001670,2025-01-24,SKU0050,2,198.89
ORD001671,2025-01-24,SKU0051,3,451.5
ORD001672,2025-01-24,SKU0052,8,568.8
ORD001673,2025-01-24,SKU0053,1,213.7
ORD001674,2025-01-24,SKU0054,5,172.97
ORD001675,2025-01-24,SKU0055,5,786.45
ORD001676,2025-01-24,SKU0056,2,432.64
ORD001677,2025-01-24,SKU0057,8,238.23
ORD001678,2025-01-24,SKU0058,2,797.15
ORD001679,2025-01-24,SKU0059,3,773.72
ORD001680,2025-01-24,SKU0060,3,464.3
ORD001681,2025-01-24,SKU0061,1,710.8
ORD001682,2025-01-24,SKU0063,4,251.94
ORD001683,2025-01-24,SKU0064,6,572.27
ORD001684,2025-01-24,SKU0065,2,683.46
ORD001685,2025-01-24,SKU0066,5,690.81
ORD001686,2025-01-24,SKU0068,11,714.71
ORD001687,2025-01-24,SKU0069,2,686.71
ORD001688,2025-01-24,SKU0070,5,751.08
ORD001689,2025-01-24,SKU0071,4,636.86
ORD001690,2025-01-24,SKU0072,3,548.43
ORD001691,2025-01-24,SKU0073,5,481.32
ORD001692,2025-01-24,SKU0074,1,322.93
ORD001693,2025-01-24,SKU0075,3,754.5
ORD001694,2025-01-24,SKU0076,3,779.98
ORD001695,2025-01-24,SKU0077,6,255.78
ORD001696,2025-01-24,SKU0078,5,272.08
ORD001697,2025-01-24,SKU0079,2,409.07
ORD001698,2025-01-24,SKU0080,4,380.8
ORD001699,2025-01-25,SKU0001,3,244.75
ORD001700,2025-01-25,SKU0002,2,225.54
ORD001701,2025-01-25,SKU0003,3,167.9
ORD001702,2025-01-25,SKU0004,6,206.26
ORD001703,2025-01-25,SKU0005,4,464.16
ORD001704,2025-01-25,SKU0006,1,346.92
ORD001705,2025-01-25,SKU0007,2,89.32
ORD001706,2025-01-25,SKU0008,4,232.98
ORD001707,2025-01-25,SKU0009,1,227.63
ORD001708,2025-01-25,SKU0010,1,569.19
ORD001709,2025-01-25,SKU0012,3,152.55
ORD001710,2025-01-25,SKU0013,4,798.28
ORD001711,2025-01-25,SKU0014,7,242.75
ORD001712,2025-01-25,SKU0015,4,782.23
ORD001713,2025-01-25,SKU0016,1,352.39
ORD001714,2025-01-25,SKU0017,6,65.12
ORD001715,2025-01-25,SKU0018,1,302.25
ORD001716,2025-01-25,SKU0019,4,522.11
ORD001717,2025-01-25,SKU0020,5,557.34
ORD001718,2025-01-25,SKU0021,5,443.51
ORD001719,2025-01-25,SKU0022,5,380.32
ORD001720,2025-01-25,SKU0023,4,460.2
ORD001721,2025-01-25,SKU0024,5,490.45
ORD001722,2025-01-25,SKU0025,3,101.45
ORD001723,2025-01-25,SKU0026,2,320.94
ORD001724,2025-01-25,SKU0027,3,224.04
ORD001725,2025-01-25,SKU0028,1,650.39
ORD001726,2025-01-25,SKU0029,4,397.43
ORD001727,2025-01-25,SKU0030,2,787.4
ORD001728,2025-01-25,SKU0031,1,343.11
ORD001729,2025-01-25,SKU0032,3,660.49
ORD001730,2025-01-25,SKU0033,2,646.74
ORD001731,2025-01-25,SKU0034,3,154.55
ORD001732,2025-01-25,SKU0035,5,426.23
ORD001733,2025-01-25,SKU0036,2,568.82
ORD001734,2025-01-25,SKU0037,3,692.35
ORD001735,2025-01-25,SKU0038,3,287.73
ORD001736,2025-01-25,SKU0039,6,207.38
ORD001737,2025-01-25,SKU0040,2,580.47
ORD001738,2025-01-25,SKU0041,1,655.22
ORD001739,2025-01-25,SKU0042,2,304.99
ORD001740,2025-01-25,SKU0043,4,113.09
ORD001741,2025-01-25,SKU0044,7,754.8
ORD001742,2025-01-25,SKU0045,5,342.15
ORD001743,2025-01-25,SKU0046,4,433.49
ORD001744,2025-01-25,SKU0047,7,676.66
ORD001745,2025-01-25,SKU0048,2,553.52
ORD001746,2025-01-25,SKU0049,2,598.76
ORD001747,2025-01-25,SKU0050,3,198.89
ORD001748,2025-01-25,SKU0051,2,451.5
ORD001749,2025-01-25,SKU0052,1,568.8
ORD001750,2025-01-25,SKU0053,2,213.7
ORD001751,2025-01-25,SKU0054,2,172.97
ORD001752,2025-01-25,SKU0055,2,786.45
ORD001753,2025-01-25,SKU0056,2,432.64
ORD001754,2025-01-25,SKU0059,4,773.72
ORD001755,2025-01-25,SKU0060,5,464.3
ORD001756,2025-01-25,SKU0061,2,710.8
ORD001757,2025-01-25,SKU0062,7,183.42
ORD001758,2025-01-25,SKU0063,5,251.94
ORD001759,2025-01-25,SKU0064,2,572.27
ORD001760,2025-01-25,SKU0065,2,683.46
ORD001761,2025-01-25,SKU0066,4,690.81
ORD001762,2025-01-25,SKU0067,2,347.43
ORD001763,2025-01-25,SKU0068,1,714.71
ORD001764,2025-01-25,SKU0069,3,686.71
ORD001765,2025-01-25,SKU0070,1,751.08
ORD001766,2025-01-25,SKU0071,4,636.86
ORD001767,2025-01-25,SKU0072,6,548.43
ORD001768,2025-01-25,SKU0073,4,481.32
ORD001769,2025-01-25,SKU0074,8,322.93
ORD001770,2025-01-25,SKU0075,1,754.5
ORD001771,2025-01-25,SKU0076,4,779.98
ORD001772,2025-01-25,SKU0077,1,255.78
ORD001773,2025-01-25,SKU0078,3,272.08
ORD001774,2025-01-25,SKU0079,6,409.07
ORD001775,2025-01-25,SKU0080,2,380.8
ORD001776,2025-01-26,SKU0001,1,244.75
ORD001777,2025-01-26,SKU0002,5,225.54
ORD001778,2025-01-26,SKU0003,2,167.9
ORD001779,2025-01-26,SKU0004,3,206.26
ORD001780,2025-01-26,SKU0005,4,464.16
ORD001781,2025-01-26,SKU0006,3,346.92
ORD001782,2025-01-26,SKU0007,4,89.32
ORD001783,2025-01-26,SKU0008,3,232.98
ORD001784,2025-01-26,SKU0009,9,227.63
ORD001785,2025-01-26,SKU0010,4,569.19
ORD001786,2025-01-26,SKU0011,4,581.33
ORD001787,2025-01-26,SKU0012,3,152.55
